"641","750Li"
"642","750Li Xdrive"
"643","760"
"644","7600"
"645","760I"
"646","760Li"
"647","7700"
"648","8 Series"
"649","80"
"650","80/90"
"651","800"
"652","800 Assault Rmk 146"
"653","800 Classic"
"654","800 Classic Touring"
"655","800 Dragon"
"656","800 Dragon Iq"
"657","800 Dragon Rmk 155"
"658","800 Dragon Rmk 163"
"659","800 Dragon Sp"
"660","800 Dragon Swtichback"
"661","800 Indy Sp"
"662","800 Indy Sp Le"
"663","800 Iq"
"664","800 Le"
"665","800 Pro X"
"666","800 Pro Xr"
"667","800 Pro-Rmk 155"
"668","800 Pro-Rmk 155 Terrain Dominator"
"669","800 Pro-Rmk 163"
"670","800 Pro-Rmk 163 Terrain Dominator"
"671","800 Pro-Rmk Le"
"672","800 Rmk"
"673","800 Rmk 144"
"674","800 Rmk 155"
"675","800 Rmk Assault 155"
"676","800 Rmk Assault 155 Le"
"677","800 Rmk Sp 144"
"678","800 Rmk Sp 151"
"679","800 Rush"
"680","800 Rush Pro-R"
"681","800 Rush Pro-R Le"
"682","800 Rush Pro-S"
"683","800 Rush Pro-X"
"684","800 Sks"
"685","800 Sport"
"686","800 Switchback"
"687","800 Switchback Adventure"
"688","800 Switchback Assault 144"
"689","800 Switchback Assault Le"
"690","800 Switchback Pro-R"
"691","800 Switchback Pro-R Le"
"692","800 Switchback Pro-S"
"693","800 Switchback Pro-X"
"694","800 Touring"
"695","800 Xc"
"696","800 Xc Sp"
"697","800 Xcr"
"698","8100"
"699","848"
"700","848 Evo"
"701","848 Evo Corse Se"
"702","85 Sx (17/14)"
"703","85 Sx (19/16)"
"704","850"
"705","8500"
"706","8500 Transtar"
"707","8600 Sba"
"708","8600 Transtar"
"709","88"
"710","899 Panigale"
"711","8C"
"712","8X8 700 Hd"
"713","8X8 750 Hdi"
"714","8X8 750 Hdi Se"
"715","8X8 Xti"
"734","9-2X"
"735","9-3"
"736","9-3X"
"740","9-4X"
"741","9-5"
"747","9-7X"
"716","90"
"717","90 2X4"
"718","90 2X4 4-Stroke"
"719","90 2X4 Se"
"720","900"
"721","900 Fusion"
"722","900 Rmk"
"723","900 Switchback"
"724","9000"
"725","9100I Sba"
"726","911"
"727","914"
"728","918 Spyder"
"729","9200I Sba"
"730","924"
"731","924 S"
"732","928"
"733","929"
"737","940"
"738","9400I Sba"
"739","944"
"742","950 Adventure"
"743","950 Adventure S"
"744","950 Supermoto"
"745","960"
"746","968"
"748","98"
"749","990 Adventure"
"750","990 Adventure Dakar Edition"
"751","990 Adventure R"
"752","990 Adventure S"
"753","990 Super Duke"
"754","990 Super Duke R"
"755","990 Supermoto"
"756","990 Supermoto R"
"757","990 Supermoto T"
"758","9900I Sfa"
"759","9900Ix Sfa"
"760","996"
"761","996 Biposto"
"762","996 Monoposto"
"763","996R"
"764","996S"
"765","996S Monoposto"
"766","998 Biposto"
"767","998 F Edition Biposto"
"768","998 F Edition Monoposto"
"769","998 Matrix"
"770","998 Monoposto"
"771","998R"
"772","998S"
"773","998S Bostrom"
"774","999"
"775","999R"
"776","999R Fila"
"777","999R Xerox"
"778","999S"
"779","A1"
"780","A180"
"781","A200"
"782","A250"
"783","A3"
"784","A3 Quattro"
"785","A4"
"786","A4 Allroad"
"787","A4 Quattro"
"788","A45 Amg"
"789","A5"
"790","A5 Quattro"
"791","A6"
"792","A6 Quattro"
"793","A7"
"794","A7 Quattro"
"795","A8"
"796","A8 Quattro"
"797","A9500"
"798","A9513"
"799","Ac 120 Sno Pro"
"800","Ac 440 Sno Pro"
"801","Ac 440 Sno Pro Modified"
"802","Ac 600 Sno Pro"
"803","Acadia"
"804","Accent"
"805","Acclaim"
"806","Accord"
"807","Accord Crosstour"
"808","Achieva"
"809","Acterra 5500"
"810","Acterra 6500"
"811","Acterra 7500"
"812","Activehybrid 3"
"813","Activehybrid 5"
"814","Activehybrid 7"
"815","Adventurer"
"816","Aerio"
"817","Aero 8"
"818","Aerostar"
"819","Affinity"
"820","Agility 125"
"821","Agility 50"
"822","Ah-28"
"823","Albea"
"824","Alcyone Svx"
"825","Alero"
"826","Alf Eagle"
"827","Alhambra"
"828","All American"
"829","Allante"
"830","Alliance"
"831","Allroad"
"832","Allroad Quattro"
"833","Allure"
"834","Almera"
"835","Alpina B6 Xdrive Gran Coupe"
"836","Alpina B7"
"837","Alpina B7 Xdrive"
"838","Alpina B7L"
"839","Alpina B7L Xdrive"
"840","Alpine"
"841","Altea"
"842","Altea Xl"
"843","Altima"
"844","Altra Ev"
"845","Amanti"
"846","Amarok"
"847","America"
"848","America Classic"
"849","Amigo"
"850","An400 Burgman"
"851","An400 Burgman Abs"
"852","An650 Burgman"
"853","An650A Burgman Abs"
"854","An650A Burgman Executive"
"855","Aprio"
"856","Apv"
"857","Aquatrax F-12"
"858","Aquatrax F-12X"
"859","Aquatrax F-12X Gpscape"
"860","Aquatrax F-15"
"861","Aquatrax F-15X"
"862","Aquatrax F-15X Gpscape"
"863","Aquatrax R-12"
"864","Aquatrax R-12X"
"865","Argosy"
"866","Aries"
"867","Arlen Ness Vision"
"868","Armada"
"869","Arnage"
"870","Arrow Xt"
"871","Ascender"
"872","Aspen"
"873","Aspire"
"874","Astra"
"875","Astro"
"876","At9500"
"877","At9513"
"878","Atlantic 500"
"879","Atos"
"880","Atp 330"
"881","Atp 500"
"882","Ats"
"883","Attitude"
"884","Aura"
"885","Aurora"
"886","Avalanche"
"887","Avalanche 1500"
"888","Avalanche 2500"
"889","Avalon"
"890","Avanti"
"891","Avanza"
"892","Avenger"
"893","Avenger 700 8X8"
"894","Avenger 750 Efi 8X8"
"895","Aventador"
"896","Aveo"
"897","Aveo5"
"898","Aviator"
"899","Axess"
"900","Axiom"
"901","Axl 50"
"902","Axl 90"
"903","Azera"
"904","Aztek"
"905","Azure"
"906","Azure T"
"907","B Electric Drive"
"1009","B-Series"
"1010","B-Series Plus"
"908","B180"
"909","B2"
"910","B200"
"911","B2000"
"912","B2300"
"913","B250"
"914","B2500"
"915","B2600"
"916","B3000"
"917","B4000"
"918","B7"
"919","B9 Tribeca"
"920","Baja"
"921","Bandera"
"922","Bb Conventional"
"923","Beamer"
"924","Beamer 50"
"925","Beamer Ii"
"926","Beamer Iii"
"927","Beamer Matrix"
"928","Beamer Matrix Ii"
"929","Beamer R2"
"930","Beamer R4 (150)"
"931","Bearcat 2000 Lt"
"932","Bearcat 2000 Xt"
"933","Bearcat 2000 Xte"
"934","Bearcat 5000 Xt"
"935","Bearcat 5000 Xt Gs"
"936","Bearcat 5000 Xt Limited"
"937","Bearcat 570"
"938","Bearcat 570 Long Track"
"939","Bearcat 570 Xt"
"940","Bearcat Widetrack"
"941","Bearcat Widetrack Turbo"
"942","Bearcat Widetrack Turbo Articulatin"
"943","Bearcat Z1 Xt"
"944","Bearcat Z1 Xt Gs"
"945","Bearcat Z1 Xt Limited"
"946","Beetle"
"947","Beetle Cabrio"
"948","Bel Air"
"949","Beretta"
"950","Bet & Win 250"
"951","Big Country 4X2"
"952","Bigfoot 6X6"
"953","Biturbo"
"954","Blackwood"
"955","Blast"
"956","Blaze 440"
"957","Blazer"
"958","Bls"
"959","Bmw"
"960","Bmw Z4"
"961","Bn125 Eliminator"
"962","Boardwalk"
"963","Bonneville"
"964","Bonneville Se"
"965","Bonneville Steve Mcqueen Se"
"966","Bonneville T100"
"967","Bonneville T100 110Th Anniversary L"
"968","Bonneville T100 Jet Black"
"969","Bora"
"970","Borrego"
"971","Boxer"
"972","Boxster"
"973","Br250T Bravo"
"974","Br250T Bravo Lt"
"975","Brat"
"976","Bravada"
"977","Breeze"
"978","Brera"
"979","Breva 1100"
"980","Breva 1200 Sport"
"981","Breva 750"
"982","Bronco"
"983","Bronco Ii"
"984","Brooklands"
"985","Brougham"
"986","Brutale 1078Rr"
"987","Brutale 1090"
"988","Brutale 1090 Abs"
"989","Brutale 1090R"
"990","Brutale 1090R Abs"
"991","Brutale 1090Rr"
"992","Brutale 1090Rr Abs"
"993","Brutale 675"
"994","Brutale 675 Eas"
"995","Brutale 800"
"996","Brutale 800 Eas"
"997","Brutale 800 Italia"
"998","Brutale 910 R"
"999","Brutale 910 S"
"1000","Brutale 990R"
"1001","Brutale Corsa"
"1002","Brutale Oro"
"1003","Brutale S"
"1004","Brutus"
"1005","Brutus Hd"
"1006","Brutus Hdpto"
"1007","Brutus Le"
"1008","Brz"
"1011","Buck 500"
"1012","Buck 500 Auto"
"1013","Buck 500 Ex"
"1014","Buck 500 Ext"
"1015","Buck 650 Auto"
"1016","Buck 650 Ex Auto"
"1017","Buck 650 Ext Auto"
"1018","Bulldog"
"1019","Bulldog Sport"
"1020","Bullet 45"
"1021","Bullet 55"
"1022","Business Class M2"
"1023","Bv Tourer 250"
"1024","Bws 50"
"1151","C-Class"
"1242","C-Max"
"1243","C-Max Hybrid"
"1025","C/V"
"1026","C109R Boulevard"
"1027","C109Rt Boulevard"
"1028","C180"
"1029","C200"
"1030","C230"
"1031","C240"
"1032","C250"
"1033","C280"
"1034","C30"
"1035","C300"
"1036","C30Lf"
"1037","C32 Amg"
"1038","C320"
"1039","C350"
"1040","C3500"
"1041","C3500Hd"
"1042","C35Lf"
"1043","C400"
"1044","C40Lf"
"1045","C440R"
"1046","C4500 Kodiak"
"1047","C4500 Topkick"
"1048","C50 Boulevard"
"1049","C50 Boulevard B.O.S.S."
"1050","C50 Boulevard Se"
"1051","C500"
"1052","C50B Boulevard"
"1053","C50C Boulevard"
"1054","C50T Boulevard"
